prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,japan,euro
AMJAVL,AMJAVL,AMJAVL72,72,377,15,3,0.348675,1.466800,0.0000,1.923619,6.506757,1.681000,26.894,0.000385,0.885776,0,0
AMMATA,AMMATA,AMMATA72,72,379,15,3,0.304044,1.630200,0.0000,1.828639,6.425676,1.598000,43.622,0.000624,0.885776,0,0
AMAMBS,AMAMBS,AMAMBS71,71,381,15,3,0.398618,1.661400,1.0000,1.694753,10.047297,1.481000,29.477,0.000422,0.885776,0,0
BKAPOL,BKAPOL,BKAPOL73,73,382,19,3,0.317259,1.445400,0.0000,1.948794,5.918919,1.703000,36.679,0.000525,0.885776,0,0
BKCENT,BKCENT,BKCENT73,73,384,19,3,0.396825,1.661400,0.0000,1.521959,6.885135,1.330000,243.792,0.003490,0.885776,0,0
BKLSAB,BKLSAB,BKLSAB72,72,387,19,3,0.354275,1.800000,0.0000,1.399515,9.004505,1.223000,142.697,0.002043,0.885776,0,0
BKCNTU,BKCNTU,BKCNTU73,73,389,19,3,0.404250,1.800000,0.0000,1.328567,9.887387,1.161000,50.275,0.000720,0.885776,0,0
BKELCT,BKELCT,BKELCT72,72,390,19,3,0.491159,1.840000,0.0000,1.290804,11.099099,1.128000,149.579,0.002141,0.885776,0,0
BKRIVE,BKRIVE,BKRIVE72,72,391,19,3,0.557289,1.792000,0.0000,1.297670,11.759009,1.134000,27.911,0.000400,0.885776,0,0
CDCALA,CDCALA,CDCALA72,72,392,19,3,0.444175,1.832000,0.0000,1.265629,13.599099,1.106000,7.125,0.000102,0.885776,0,0
CDDEVI,CDDEVI,CDDEVI72,72,393,19,3,0.441324,1.832000,0.0000,1.256474,14.639640,1.098000,202.156,0.002894,0.885776,0,0
CDELDR,CDELDR,CDELDR72,72,394,19,3,0.481557,1.776000,0.0000,1.122588,16.576577,0.981000,50.205,0.000719,0.885776,0,0
CDFLTW,CDFLTW,CDFLTW72,72,395,19,3,0.431203,1.856000,0.0000,1.253041,17.488739,1.095000,22.305,0.000319,0.885776,0,0
CVVEGA,CVVEGA,CVVEGA73,73,396,19,3,0.324470,1.141800,0.0000,2.349309,4.700450,2.053000,338.289,0.004842,0.885776,0,0
CVNOVA,CVNOVA,CVNOVA72,72,397,19,3,0.326264,1.423500,0.0000,2.001433,5.421171,1.749000,330.445,0.004730,0.885776,0,0
CVCAMA,CVCAMA,CVCAMA72,72,405,19,3,0.320616,1.417500,0.0000,1.856103,6.263514,1.622000,105.592,0.001512,0.885776,0,0
CVMNTC,CVMNTC,CVMNTC73,73,407,19,3,0.390520,1.645800,0.0000,1.762268,7.691441,1.540000,279.13,0.003996,0.885776,0,0
CVBELA,CVBELA,CVBELA72,72,408,19,3,0.256739,1.776000,0.0000,1.626093,7.313063,1.421000,35.537,0.000509,0.885776,0,0
CVIMPA,CVIMPA,CVIMPA73,73,410,19,3,0.350411,1.776000,0.0000,1.437278,8.450450,1.256000,475.942,0.006813,0.885776,0,0
CVCAPR,CVCAPR,CVCAPR73,73,411,19,3,0.359195,1.776000,0.0000,1.416680,9.153153,1.238000,192.473,0.002755,0.885776,0,0
CVCORV,CVCORV,CVCORV72,72,413,19,3,0.571257,1.276500,0.0000,1.665000,12.691441,1.455000,29.303,0.000419,0.885776,0,0
CRNEWP,CRNEWP,CRNEWP72,72,414,16,3,0.440476,1.848000,0.0000,1.349165,9.416667,1.179000,70.363,0.001007,0.885776,0,0
CRNEWY,CRNEWY,CRNEWY72,72,415,16,3,0.493685,1.848000,0.0000,1.341155,11.254505,1.172000,10.922,0.000156,0.885776,0,0
DGCOLT,DGCOLT,DGCOLT72,72,416,16,3,0.405868,1.016800,0.0000,2.399660,5.488739,2.097000,35.523,0.000508,0.885776,0,0
DGDART,DGDART,DGDART72,72,418,16,3,0.326460,1.428000,0.0000,2.058649,5.639640,1.799000,246.97,0.003535,0.885776,0,0
DGCHLN,DGCHLN,DGCHLN73,73,421,16,3,0.475436,1.532300,0.0000,1.669577,6.781532,1.459000,24.242,0.000347,0.885776,0,0
DGCORN,DGCORN,DGCORN72,72,422,16,3,0.305233,1.661400,0.0000,1.702763,6.457207,1.488000,137.432,0.001967,0.885776,0,0
DGPOLA,DGPOLA,DGPOLA71,71,427,16,3,0.388098,1.816000,0.0000,1.504794,8.398649,1.315000,80.891,0.001158,0.885776,0,0
DGMONA,DGMONA,DGMONA72,72,428,16,3,0.422886,1.832000,0.0000,1.429268,9.500000,1.249000,14.945,0.000214,0.885776,0,0
FDPINT,FDPINT,FDPINT72,72,430,18,3,0.255319,1.155000,0.0000,2.471753,4.551802,2.160000,480.472,0.006878,0.885776,0,0
FDMAVE,FDMAVE,FDMAVE72,72,433,18,3,0.304458,1.356100,0.0000,2.261196,5.191441,1.976000,280.792,0.004019,0.885776,0,0
FDTORI,FDTORI,FDTORI72,72,435,18,3,0.257199,1.696000,0.0000,1.739381,6.083333,1.520000,53.394,0.000764,0.885776,0,0
FDMUST,FDMUST,FDMUST72,72,438,18,3,0.317195,1.455000,0.0000,1.946505,6.216216,1.701000,93.148,0.001333,0.885776,0,0
FDGRAN,FDGRAN,FDGRAN72,72,439,18,3,0.316350,1.455000,0.0000,1.943072,6.635135,1.698000,274.528,0.003930,0.885776,0,0
FDCST5,FDCST5,FDCST573,73,442,18,3,0.389258,1.760000,0.0000,1.504794,8.121622,1.315000,31.059,0.000445,0.885776,0,0
FDLTD,FDLTD,FDLTD72,72,443,18,3,0.384709,1.760000,0.0000,1.486485,8.914414,1.299000,220.887,0.003162,0.885776,0,0
IMIMPE,IMIMPE,IMIMPE73,73,444,16,3,0.427011,1.888000,1.0000,1.273639,15.894144,1.113000,12.809,0.000183,0.885776,0,0
LCCONT,LCCONT,LCCONT72,72,445,18,3,0.433749,1.840000,1.0000,1.346876,16.833333,1.177000,50.645,0.000725,0.885776,0,0
LCMARK,LCMARK,LCMARK72,72,446,18,3,0.423798,1.792000,1.0000,1.256474,20.234234,1.098000,65.47,0.000937,0.885776,0,0
MCCOME,MCCOME,MCCOME73,73,448,18,3,0.307242,1.370300,0.0000,2.415680,5.331081,2.111000,78.499,0.001124,0.885776,0,0
MCMONT,MCMONT,MCMONT73,73,450,18,3,0.253234,1.684800,0.0000,1.832072,6.353604,1.601000,114.698,0.001642,0.885776,0,0
MCCOUG,MCCOUG,MCCOUG72,72,451,18,3,0.494700,1.500000,0.0000,1.621515,7.594595,1.417000,57.572,0.000824,0.885776,0,0
MCMONT,MCMONT,MCMONT73,73,452,18,3,0.381065,1.864000,0.0000,1.381206,8.921171,1.207000,19.43,0.000278,0.885776,0,0
MCMARQ,MCMARQ,MCMARQ73,73,453,18,3,0.381952,1.784000,0.0000,1.501361,10.468468,1.312000,78.501,0.001124,0.885776,0,0
ODOMEG,ODOMEG,ODOMEG73,73,455,19,3,0.314465,1.445400,0.0000,1.936206,5.948198,1.692000,50.826,0.000728,0.885776,0,0
ODCUTL,ODCUTL,ODCUTL73,73,457,19,3,0.475436,1.624700,0.0000,1.576887,7.065315,1.378000,346.819,0.004965,0.885776,0,0
ODDELT,ODDELT,ODDELT72,72,459,19,3,0.377092,1.800000,0.0000,1.459021,8.988739,1.275000,78.7,0.001127,0.885776,0,0
OD98,OD98,OD9872,72,461,19,3,0.497567,1.848000,0.0000,1.391505,10.945946,1.216000,115.043,0.001647,0.885776,0,0
ODTRND,ODTRND,ODTRND73,73,462,19,3,0.537172,1.816000,0.0000,1.326278,12.254505,1.159000,45.931,0.000657,0.885776,0,0
PLVALA,PLVALA,PLVALA72,72,465,16,3,0.331588,1.391600,0.0000,2.047206,5.511261,1.789000,339.732,0.004863,0.885776,0,0
PLBARC,PLBARC,PLBARC73,73,467,16,3,0.477707,1.466800,0.0000,1.703907,6.610360,1.489000,17.746,0.000254,0.885776,0,0
PLSATL,PLSATL,PLSATL72,72,469,16,3,0.304348,1.690600,0.0000,1.698186,6.360360,1.484000,154.787,0.002216,0.885776,0,0
PLFURY,PLFURY,PLFURY71,71,473,16,3,0.388098,1.792000,0.0000,1.468175,8.051802,1.283000,21.227,0.000304,0.885776,0,0
PTVNTU,PTVNTU,PTVNTU72,72,475,19,3,0.320102,1.445400,0.0000,1.973969,5.587838,1.725000,75.719,0.001084,0.885776,0,0
PTLEMA,PTLEMA,PTLEMA72,72,477,19,3,0.277393,1.653600,0.0000,1.702763,6.572072,1.488000,207.871,0.002976,0.885776,0,0
PTFIRB,PTFIRB,PTFIRB72,72,480,19,3,0.316556,1.428200,0.0000,1.935062,6.520270,1.691000,50.793,0.000727,0.885776,0,0
PTCATL,PTCATL,PTCATL72,72,482,19,3,0.354275,1.800000,0.0000,1.481907,8.490991,1.295000,173.703,0.002486,0.885776,0,0
PTBNNV,PTBNNV,PTBNNV72,72,483,19,3,0.392338,1.800000,0.0000,1.312546,9.376126,1.147000,39.363,0.000563,0.885776,0,0
PTGRNP,PTGRNP,PTGRNP73,73,485,19,3,0.571429,1.714300,0.0000,1.365186,10.322072,1.193000,144.666,0.002071,0.885776,0,0
DTLB12,DTLB12,DTLB1273,73,1557,2,3,0.428481,0.906000,0.0000,2.876845,4.943694,2.514000,57.241,0.000819,0.885776,1,0
DTPL61,DTPL61,DTPL6173,73,1558,2,3,0.427125,1.083600,0.0000,2.440856,6.745495,2.133000,75.511,0.001081,0.885776,1,0
FT850,FT850,FT85071,71,1560,17,3,0.263323,0.789600,0.0000,2.817340,6.168919,2.462000,12.508,0.000179,0.885776,0,1
FT128,FT128,FT12872,72,1561,17,3,0.272981,0.970200,0.0000,2.680021,5.177928,2.342000,19.463,0.000279,0.885776,0,1
FT124,FT124,FT12471,71,1563,17,3,0.368008,1.036800,0.0000,2.625093,5.718468,2.294000,26.476,0.000379,0.885776,0,1
HDCIVI,HDCIVI,HDCIVI73,73,1564,3,3,0.325521,0.756000,0.0000,2.972969,4.842342,2.598000,18.193,0.000260,0.885776,1,0
MZ808,MZ808,MZ80872,72,1565,4,3,0.316049,1.008000,0.0000,2.734948,5.844595,2.390000,6.069,0.000087,0.885776,1,0
MB220,MB220,MB22073,73,1568,9,3,0.398649,1.295000,0.0000,1.786299,16.139640,1.561000,2.756,0.000039,0.885776,0,1
MB220D,MB220D,MB220D73,73,1569,9,3,0.393333,1.295000,0.0000,1.766845,16.632883,1.544000,6.318,0.000090,0.885776,0,1
MB280,MB280,MB28073,73,1570,9,3,0.395738,1.295000,1.0000,2.022031,21.831081,1.767000,7.251,0.000104,0.885776,0,1
MB450S,MB450S,MB450S73,73,1571,9,3,0.494405,1.228300,1.0000,1.866402,31.378378,1.631000,7.082,0.000101,0.885776,0,1
OP53,OP53,OP5373,73,1572,26,3,0.355787,1.020600,0.0000,2.534691,5.880631,2.215000,58.14,0.000832,0.885776,0,1
PG504,PG504,PG50471,71,1573,14,3,0.320000,1.168200,0.0000,2.055216,9.527027,1.796000,1.503,0.000022,0.885776,0,1
PS914R,PS914R,PS914R73,73,1574,12,3,0.355306,1.040000,0.0000,2.532402,10.470721,2.213000,11.512,0.000165,0.885776,0,1
PS911T,PS911T,PS911T72,72,1575,12,3,0.531959,1.081600,0.0000,2.192536,18.466216,1.916000,5.838,0.000084,0.885776,0,1
RNR12,RNR12,RNR1272,72,1576,24,3,0.344004,1.131000,0.0000,2.414536,5.851351,2.110000,3.416,0.000049,0.885776,0,1
SA992,SA992,SA99273,73,1577,11,3,0.423387,1.159100,0.0000,2.010588,8.659910,1.757000,0.167,0.000002,0.885776,0,1
SBA22L,SBA22L,SBA22L73,73,1578,5,3,0.308511,0.960000,0.0000,2.889433,5.966216,2.525000,17.448,0.000250,0.885776,1,0
TY1600,TY1600,TY160073,73,1580,1,3,0.435644,0.948000,0.0000,2.620515,5.470721,2.290000,0.049,0.000001,0.885776,1,0
TYCORO,TYCORO,TYCORO71,71,1582,1,3,0.419006,0.940500,0.0000,2.403093,6.033784,2.100000,61.305,0.000878,0.885776,1,0
TYCELI,TYCELI,TYCELI71,71,1583,1,3,0.417384,1.033200,0.0000,2.372196,7.114865,2.073000,59.6,0.000853,0.885776,1,0
TYMXMK,TYMXMK,TYMXMK73,73,1584,1,3,0.446886,1.132800,0.0000,2.057505,7.497748,1.798000,25.293,0.000362,0.885776,1,0
VW411,VW411,VW41171,71,1586,7,3,0.324094,1.214400,0.0000,2.103278,8.105856,1.838000,30.473,0.000436,0.885776,0,1
VV164E,VV164E,VV164E73,73,1588,7,3,0.420140,1.264800,0.0000,1.849237,13.231982,1.616000,15.19,0.000217,0.885776,0,1
VV144,VV144,VV14473,73,1589,7,3,0.406868,1.165600,0.0000,2.091835,9.774775,1.828000,12.152,0.000174,0.885776,0,1
AMGREM,AMGREM,AMGREM72,72,486,15,4,0.377501,1.214100,0.0000,1.671752,5.032454,1.804000,104.871,0.001461,0.894534,0,0
AMHORN,AMHORN,AMHORN72,72,488,15,4,0.352983,1.327700,0.0000,1.692139,5.728195,1.826000,118.519,0.001652,0.894534,0,0
AMJAVL,AMJAVL,AMJAVL72,72,490,15,4,0.348554,1.489600,0.0000,1.585570,6.083164,1.711000,17.555,0.000245,0.894534,0,0
AMMATA,AMMATA,AMMATA72,72,492,15,4,0.291971,1.677000,0.0000,1.432665,6.190669,1.546000,77.72,0.001083,0.894534,0,0
AMAMBS,AMAMBS,AMAMBS71,71,494,15,4,0.389509,1.628000,1.0000,1.397451,9.247465,1.508000,16.428,0.000229,0.894534,0,0
BKAPOL,BKAPOL,BKAPOL73,73,495,19,4,0.307125,1.460000,0.0000,1.549429,6.206897,1.672000,49.135,0.000685,0.894534,0,0
BKCENT,BKCENT,BKCENT73,73,497,19,4,0.385604,1.690600,0.0000,1.200066,7.780933,1.295000,155.887,0.002172,0.894534,0,0
BKLSAB,BKLSAB,BKLSAB72,72,500,19,4,0.345861,1.808000,0.0000,1.104617,8.833671,1.192000,203.619,0.002837,0.894534,0,0
BKRIVE,BKRIVE,BKRIVE74,74,503,19,4,0.459318,1.816000,0.0000,0.944299,11.517241,1.019000,18.083,0.000252,0.894534,0,0
CDDEVI,CDDEVI,CDDEVI72,72,505,19,4,0.407393,1.848000,0.0000,0.988780,16.430020,1.067000,187.162,0.002608,0.894534,0,0
CDELDR,CDELDR,CDELDR74,74,506,19,4,0.423387,1.792000,0.0000,0.846070,18.478702,0.913000,36.682,0.000511,0.894534,0,0
CVVEGA,CVVEGA,CVVEGA73,73,508,19,4,0.316589,1.161600,0.0000,1.838556,5.081136,1.984000,323.501,0.004508,0.894534,0,0
CVNOVA,CVNOVA,CVNOVA72,72,510,19,4,0.313283,1.438100,0.0000,1.544795,5.762677,1.667000,308.23,0.004295,0.894534,0,0
CVCAMA,CVCAMA,CVCAMA74,74,515,19,4,0.438199,1.470000,0.0000,1.270494,6.413793,1.371000,136.404,0.001901,0.894534,0,0
CVMNTC,CVMNTC,CVMNTC73,73,517,19,4,0.369333,1.669200,0.0000,1.330729,7.880325,1.436000,284.867,0.003970,0.894534,0,0
CVIMPA,CVIMPA,CVIMPA73,73,519,19,4,0.344828,1.784000,0.0000,1.135197,8.387424,1.225000,565.376,0.007878,0.894534,0,0
CVCORV,CVCORV,CVCORV72,72,522,19,4,0.589302,1.283400,0.0000,1.355750,12.336714,1.463000,29.75,0.000415,0.894534,0,0
DGCOLT,DGCOLT,DGCOLT72,72,525,16,4,0.396270,1.107200,0.0000,1.931226,5.711968,2.084000,23.35,0.000325,0.894534,0,0
DGDART,DGDART,DGDART72,72,528,16,4,0.310966,1.428000,0.0000,1.611517,6.006085,1.739000,298.264,0.004156,0.894534,0,0
DGCHLN,DGCHLN,DGCHLN73,73,531,16,4,0.465116,1.492500,0.0000,1.352970,6.375254,1.460000,9.532,0.000133,0.894534,0,0
DGCORN,DGCORN,DGCORN72,72,532,16,4,0.299145,1.677000,0.0000,1.354823,6.634888,1.462000,112.506,0.001568,0.894534,0,0
DGCHAR,DGCHAR,DGCHAR74,74,535,16,4,0.302594,1.647800,0.0000,1.317756,6.515213,1.422000,7.763,0.000108,0.894534,0,0
FDPINT,FDPINT,FDPINT74,74,539,18,4,0.337268,1.183000,0.0000,1.718086,5.125761,1.854000,357.867,0.004987,0.894534,0,0
FDMAVE,FDMAVE,FDMAVE72,72,542,18,4,0.294633,1.377400,0.0000,1.795002,5.728195,1.937000,218.516,0.003045,0.894534,0,0
FDTORI,FDTORI,FDTORI72,72,545,18,4,0.245813,1.728000,0.0000,1.371504,6.793103,1.480000,272.363,0.003795,0.894534,0,0
FDMUST,FDMUST,FDMUST74,74,547,18,4,0.335878,1.242500,0.0000,1.665265,6.356998,1.797000,277.846,0.003872,0.894534,0,0
FDLTD,FDLTD,FDLTD72,72,551,18,4,0.380103,1.784000,0.0000,1.087936,8.864097,1.174000,418.819,0.005836,0.894534,0,0
FDTHNB,FDTHNB,FDTHNB72,72,553,18,4,0.455959,1.800000,1.0000,1.051795,14.868154,1.135000,47.646,0.000664,0.894534,0,0
IMLEBA,IMLEBA,IMLEBA72,72,554,16,4,0.463243,1.856000,1.0000,1.033261,15.829615,1.115000,12.205,0.000170,0.894534,0,0
LCCONT,LCCONT,LCCONT72,72,555,18,4,0.401045,1.864000,1.0000,1.022141,16.709939,1.103000,38.574,0.000538,0.894534,0,0
LCMARK,LCMARK,LCMARK72,72,556,18,4,0.410295,1.832000,1.0000,0.937812,20.677485,1.012000,48.53,0.000676,0.894534,0,0
MCCOME,MCCOME,MCCOME73,73,558,18,4,0.302267,1.398700,0.0000,1.823729,4.632860,1.968000,82.919,0.001155,0.894534,0,0
MCMONT,MCMONT,MCMONT73,73,560,18,4,0.229508,1.738000,0.0000,1.302002,6.584178,1.405000,165.634,0.002308,0.894534,0,0
MCCOUG,MCCOUG,MCCOUG72,72,561,18,4,0.380729,1.698500,0.0000,1.081449,9.545639,1.167000,72.857,0.001015,0.894534,0,0
ODOMEG,ODOMEG,ODOMEG73,73,565,19,4,0.305623,1.460000,0.0000,1.600397,6.229209,1.727000,42.436,0.000591,0.894534,0,0
ODCUTL,ODCUTL,ODCUTL73,73,567,19,4,0.458716,1.655500,0.0000,1.183385,7.845842,1.277000,276.399,0.003852,0.894534,0,0
ODDELT,ODDELT,ODDELT74,74,569,19,4,0.409463,1.816000,0.0000,1.055502,8.870183,1.139000,178.927,0.002493,0.894534,0,0
ODTORN,ODTORN,ODTORN72,72,572,19,4,0.489570,1.824000,0.0000,0.925765,12.034483,0.999000,23.72,0.000331,0.894534,0,0
PLVALA,PLVALA,PLVALA72,72,575,16,4,0.313015,1.412900,0.0000,1.605957,5.967546,1.733000,351.466,0.004898,0.894534,0,0
PLBARC,PLBARC,PLBARC73,73,578,16,4,0.454545,1.489600,0.0000,1.302929,6.596349,1.406000,6.116,0.000085,0.894534,0,0
PLSATL,PLSATL,PLSATL72,72,579,16,4,0.298295,1.704000,0.0000,1.318682,6.543611,1.423000,133.581,0.001861,0.894534,0,0
PLGRNF,PLGRNF,PLGRNF74,74,585,16,4,0.423341,1.784000,0.0000,1.032335,9.482759,1.114000,106.553,0.001485,0.894534,0,0
PTVNTU,PTVNTU,PTVNTU72,72,586,19,4,0.315557,1.460000,0.0000,1.553135,5.924949,1.676000,59.944,0.000835,0.894534,0,0
PTLEMA,PTLEMA,PTLEMA72,72,588,19,4,0.275634,1.704000,0.0000,1.325169,6.563895,1.430000,128.689,0.001793,0.894534,0,0
PTFIRB,PTFIRB,PTFIRB72,72,591,19,4,0.304599,1.450400,0.0000,1.655998,6.764706,1.787000,67.391,0.000939,0.894534,0,0
PTCATL,PTCATL,PTCATL72,72,593,19,4,0.407545,1.808000,0.0000,1.088863,8.498986,1.175000,154.78,0.002157,0.894534,0,0
PTGRNP,PTGRNP,PTGRNP73,73,596,19,4,0.549316,1.700400,0.0000,1.088863,10.012170,1.175000,80.906,0.001127,0.894534,0,0
DTHL61,DTHL61,DTHL6174,74,1595,2,4,0.414885,1.096200,0.0000,1.856164,7.300203,2.003000,75.511,0.001052,0.894534,1,0
DTJHL7,DTJHL7,DTJHL774,74,1597,2,4,0.415921,1.083600,0.0000,1.889524,6.468560,2.039000,33.366,0.000465,0.894534,1,0
FT128,FT128,FT12872,72,1598,17,4,0.255208,0.954800,0.0000,2.207380,5.598377,2.382000,28.174,0.000393,0.894534,0,1
FT124,FT124,FT12471,71,1600,17,4,0.327422,1.079000,0.0000,1.897865,6.137931,2.048000,32.128,0.000448,0.894534,0,1
HDCIVI,HDCIVI,HDCIVI73,73,1602,3,4,0.320988,0.861400,0.0000,2.424226,4.817444,2.616000,24.865,0.000346,0.894534,1,0
MB230,MB230,MB23074,74,1606,9,4,0.328947,1.316000,0.0000,1.504021,17.079108,1.623000,2.485,0.000035,0.894534,0,1
MB240D,MB240D,MB240D74,74,1607,9,4,0.201299,1.356100,0.0000,1.867284,17.677485,2.015000,9.668,0.000135,0.894534,0,1
MB280,MB280,MB28073,73,1608,9,4,0.390390,1.295000,1.0000,1.440079,22.210953,1.554000,6.251,0.000087,0.894534,0,1
MB450S,MB450S,MB450S74,74,1609,9,4,0.460358,1.554000,1.0000,1.339070,32.089249,1.445000,4.504,0.000063,0.894534,0,1
OP1900,OP1900,OP190074,74,1610,26,4,0.348675,1.020600,0.0000,1.734767,6.440162,1.872000,47.423,0.000661,0.894534,0,1
PG540,PG540,PG54074,74,1611,14,4,0.314286,1.168200,0.0000,1.710673,9.797160,1.846000,1.987,0.000028,0.894534,0,1
PS1.8R,PS1.8R,PS1.8R74,74,1612,12,4,0.349926,1.053000,0.0000,1.964586,10.953347,2.120000,9.637,0.000134,0.894534,0,1
PS911S,PS911S,PS911S74,74,1613,12,4,0.617711,1.081600,0.0000,1.710673,24.087221,1.846000,4.868,0.000068,0.894534,0,1
RNR12,RNR12,RNR1274,74,1614,24,4,0.312050,1.131000,0.0000,2.000727,5.669371,2.159000,2.163,0.000030,0.894534,0,1
SA99LE,SA99LE,SA99LE74,74,1615,11,4,0.410477,1.159100,0.0000,1.614297,9.833671,1.742000,4.074,0.000057,0.894534,0,1
SBDL,SBDL,SBDL74,74,1616,5,4,0.299754,0.960000,0.0000,2.134171,6.687627,2.303000,12.124,0.000169,0.894534,1,0
TYCORO,TYCORO,TYCORO74,74,1618,1,4,0.317073,0.960000,0.0000,2.174945,5.373225,2.347000,103.394,0.001441,0.894534,1,0
TYCORO,TYCORO,TYCORO74,74,1620,1,4,0.400826,0.940500,0.0000,1.899718,5.839757,2.050000,53.047,0.000739,0.894534,1,0
TYCELI,TYCELI,TYCELI71,71,1621,1,4,0.400000,1.033200,0.0000,1.762568,6.793103,1.902000,59.172,0.000825,0.894534,1,0
TYMARK,TYMARK,TYMARK74,74,1622,1,4,0.432624,1.132800,0.0000,1.629124,7.614604,1.758000,14.233,0.000198,0.894534,1,0
VWBEET,VWBEET,VWBEET74,74,1623,7,4,0.251229,1.000400,0.0000,2.294489,5.324544,2.476000,243.664,0.003395,0.894534,0,1
VWDASH,VWDASH,VWDASH74,74,1624,7,4,0.365854,1.089900,0.0000,1.961806,8.336714,2.117000,37.235,0.000519,0.894534,0,1
VW412,VW412,VW41274,74,1625,7,4,0.304440,1.214400,0.0000,1.664338,8.316430,1.796000,23.25,0.000324,0.894534,0,1
VV144,VV144,VV14473,73,1626,6,4,0.377947,1.165600,1.0000,1.664338,10.020284,1.796000,11.669,0.000163,0.894534,0,1
VV164E,VV164E,VV164E73,73,1627,6,4,0.401914,1.305600,1.0000,1.545722,14.188641,1.668000,13.791,0.000192,0.894534,0,1
AMGREM,AMGREM,AMGREM75,75,597,15,5,0.334076,1.214100,0.0000,1.802822,5.200743,1.900000,66.614,0.000914,0.891802,0,0
AMHORN,AMHORN,AMHORN72,72,599,15,5,0.347102,1.346400,0.0000,1.707937,5.806691,1.800000,97.841,0.001343,0.891802,0,0
AMPACE,AMPACE,AMPACE75,75,601,15,5,0.300501,1.358800,0.0000,1.707937,6.131970,1.800000,96.769,0.001328,0.891802,0,0
AMMATA,AMMATA,AMMATA72,72,602,15,5,0.306748,1.684800,0.0000,1.518166,6.416357,1.600000,61.048,0.000838,0.891802,0,0
BKSKYH,BKSKYH,BKSKYH75,75,604,19,5,0.368292,1.188000,0.0000,1.802822,7.174721,1.900000,30.243,0.000415,0.891802,0,0
BKSKYL,BKSKYL,BKSKYL75,75,606,19,5,0.329243,1.407000,0.0000,1.518166,6.436803,1.600000,68.025,0.000934,0.891802,0,0
BKCENT,BKCENT,BKCENT75,75,609,19,5,0.294906,1.690600,0.0000,1.518166,7.330855,1.600000,195.399,0.002682,0.891802,0,0
BKLSAB,BKLSAB,BKLSAB72,72,614,19,5,0.378875,1.816000,0.0000,1.138624,8.868030,1.200000,111.945,0.001536,0.891802,0,0
BKELCT,BKELCT,BKELCT72,72,616,19,5,0.435614,1.872000,0.0000,1.043739,11.526022,1.100000,97.542,0.001339,0.891802,0,0
BKRIVE,BKRIVE,BKRIVE74,74,617,19,5,0.451641,1.784000,0.0000,1.138624,11.933086,1.200000,14.378,0.000197,0.891802,0,0
CDDEVI,CDDEVI,CDDEVI75,75,619,19,5,0.369219,1.848000,1.0000,1.043739,16.358736,1.100000,26.531,0.000364,0.891802,0,0
CDCALA,CDCALA,CDCALA75,75,618,19,5,0.373501,1.848000,1.0000,1.043739,15.570632,1.100000,194.6,0.002671,0.891802,0,0
CDELDR,CDELDR,CDELDR75,75,620,19,5,0.371966,1.800000,1.0000,1.043739,18.466543,1.100000,45.918,0.000630,0.891802,0,0
CVVEGA,CVVEGA,CVVEGA73,73,622,19,5,0.322981,1.161600,0.0000,1.802822,5.178439,1.900000,217.002,0.002978,0.891802,0,0
CVNOVA,CVNOVA,CVNOVA75,75,624,19,5,0.317604,1.161600,0.0000,1.518166,5.964684,1.600000,267.946,0.003677,0.891802,0,0
CVMONZ,CVMONZ,CVMONZ75,75,626,19,5,0.291589,1.174800,0.0000,1.802822,6.635688,1.900000,120.567,0.001655,0.891802,0,0
CVCAMA,CVCAMA,CVCAMA75,75,631,19,5,0.306928,1.470000,0.0000,1.518166,6.579926,1.600000,145.029,0.001990,0.891802,0,0
CVMNTC,CVMNTC,CVMNTC73,73,633,19,5,0.369239,1.669200,0.0000,1.233510,7.897770,1.300000,278.826,0.003827,0.891802,0,0
CVIMPA,CVIMPA,CVIMPA73,73,636,19,5,0.343765,1.784000,0.0000,1.138624,8.453532,1.200000,400.087,0.005491,0.891802,0,0
CVCORV,CVCORV,CVCORV75,75,638,19,5,0.480629,1.283400,0.0000,1.233510,12.633829,1.300000,40.607,0.000557,0.891802,0,0
CRCORD,CRCORD,CRCORD75,75,639,16,5,0.452830,1.684800,0.0000,1.233510,9.427509,1.300000,148.943,0.002044,0.891802,0,0
CRNEWP,CRNEWP,CRNEWP72,72,640,16,5,0.394144,1.824000,0.0000,1.043739,9.022305,1.100000,80.118,0.001100,0.891802,0,0
DGCOLT,DGCOLT,DGCOLT72,72,642,16,5,0.366589,1.100800,0.0000,1.897707,5.763941,2.000000,60.356,0.000828,0.891802,0,0
DGDART,DGDART,DGDART72,72,645,16,5,0.310458,1.428000,0.0000,1.613051,6.076208,1.700000,166.094,0.002279,0.891802,0,0
DGCORN,DGCORN,DGCORN75,75,648,16,5,0.264256,1.700400,0.0000,1.328395,6.767658,1.400000,67.937,0.000932,0.891802,0,0
DGCHAR,DGCHAR,DGCHAR75,75,651,16,5,0.455696,1.684800,0.0000,1.233510,9.113383,1.300000,33.701,0.000463,0.891802,0,0
DGMONA,DGMONA,DGMONA72,72,652,16,5,0.420561,1.792000,0.0000,1.043739,8.559480,1.100000,41.565,0.000570,0.891802,0,0
FDPINT,FDPINT,FDPINT74,74,654,18,5,0.332665,1.183000,0.0000,1.707937,5.146840,1.800000,282.662,0.003879,0.891802,0,0
